id,height,peito_circ,cintura_circ,quadril_circ,coxa_circ,joelho_circ,panturrilha_circ,abdomen_circ,pescoco_circ,biceps_circ,split
syn_m000458-1-Pos,172.3,98.8,83.18,104.01,59.12,41.92,39.76,82.95,38.5,32.03,test
syn_m000458-3-Pos,172.3,107.36,74.1,104.01,59.79,41.93,43.7,71.37,40.06,36.48,test
syn_m000462-1-Pos,171.73,105.8,93.99,107.79,62.63,42.42,40.64,94.74,43.69,34.61,unknown
syn_m000474-2-Pos,178.91,95.03,72.28,95.72,54.13,37.72,39.14,69.3,38.38,30.2,test
syn_m000481-2-Pos,188.24,104.45,81.33,101.46,55.53,39.42,37.88,81.81,42.93,34.62,test
syn_m000489-2-Pre,178.55,124.35,100.39,119.71,76.41,51.01,48.72,100.94,46.19,43.6,unknown
syn_f000005-3-Pre,163.93,98.0,68.09,110.46,62.09,42.79,40.24,76.2,32.4,26.94,unknown
syn_f000017-2-Pre,170.69,90.36,68.67,105.49,59.21,41.05,38.35,74.39,34.43,30.29,test
syn_f000027-2-Pre,161.01,124.51,102.44,118.18,68.29,44.73,39.32,101.12,40.73,38.49,test
syn_f000030-0-Pos,160.55,94.49,83.74,100.72,55.16,41.28,37.85,88.36,33.86,30.28,unknown
syn_f000048-2-Pos,177.49,104.17,82.56,112.65,65.83,44.74,40.96,89.1,36.52,31.81,test
syn_f000054-1-Pos,172.21,90.68,71.46,99.45,57.24,35.45,33.21,74.34,34.66,25.86,unknown
syn_f000068-3-Pos,157.92,76.56,50.78,82.51,45.33,31.96,34.07,53.24,32.33,25.07,unknown
syn_f000078-2-Pre,163.01,108.99,88.82,99.9,59.11,42.98,39.0,89.49,41.47,31.6,unknown
syn_f000086-3-Pre,166.93,104.47,85.6,111.1,66.79,44.57,41.67,92.94,39.16,35.48,test
syn_f000088-3-Pre,155.99,106.28,79.86,106.21,63.15,39.98,36.53,89.39,36.14,33.45,test
syn_f000090-1-Pre,170.71,110.03,87.41,110.94,62.51,43.02,39.11,94.36,38.53,32.31,test
syn_f000099-0-Pos,168.37,115.21,104.59,122.6,70.24,47.7,38.69,107.94,40.43,38.59,test
syn_f000101-0-Pre,177.14,90.95,76.38,109.73,59.29,38.92,34.04,87.15,34.58,27.13,unknown
syn_f000115-1-Pre,164.67,77.48,61.25,99.99,56.3,37.38,34.27,72.47,30.9,25.49,test
syn_f000118-1-Pre,173.48,109.79,85.95,112.05,67.34,44.21,42.51,95.1,36.61,34.98,test
syn_f000137-2-Pos,169.36,98.74,72.96,99.74,57.01,35.75,38.18,80.76,34.37,27.67,unknown
syn_f000138-3-Pre,145.75,84.26,58.32,98.95,55.77,39.88,36.43,62.35,31.03,27.28,unknown
syn_f000138-3-Pos,145.75,84.26,58.32,98.95,55.77,39.88,36.43,62.35,31.03,27.28,unknown
syn_f000153-0-Pre,165.42,98.52,81.97,103.03,56.53,35.95,34.34,87.45,33.23,28.65,test
syn_f000189-2-Pos,171.66,104.18,85.33,108.05,61.71,42.29,37.97,92.72,41.17,33.65,test
syn_f000195-3-Pos,160.9,84.47,64.61,103.78,62.0,45.57,42.79,65.88,32.87,28.03,test
syn_f000201-1-Pos,171.16,102.95,83.43,100.07,60.23,36.91,36.75,85.84,35.64,31.91,test
syn_f000219-0-Pre,162.75,96.51,84.58,110.55,59.53,42.79,33.74,95.61,36.27,30.8,unknown
syn_f000252-3-Pre,173.32,87.75,64.56,109.79,63.61,43.74,41.45,78.0,34.2,30.47,unknown
syn_f000276-0-Pos,162.24,96.71,78.93,111.06,64.85,46.45,38.61,84.54,35.4,34.58,test
syn_f000302-0-Pos,173.91,88.16,73.84,103.19,56.39,40.25,34.72,78.3,32.24,24.57,unknown
syn_f000314-0-Pre,174.04,96.52,77.95,105.3,58.03,38.02,35.83,83.49,34.35,29.55,unknown
syn_f000314-3-Pos,174.04,103.31,73.74,104.95,62.42,38.69,41.35,78.22,36.56,34.03,test
syn_f000316-3-Pre,159.89,76.84,50.83,106.07,59.77,40.63,38.24,59.89,31.9,28.76,unknown
syn_f000323-0-Pos,164.26,97.85,77.59,102.08,55.3,38.15,31.65,84.35,36.64,29.37,test
syn_f000329-3-Pos,166.67,109.39,88.71,110.31,65.64,44.72,41.57,93.87,41.5,36.93,test
syn_f000364-3-Pos,167.07,112.82,87.37,115.8,69.7,47.03,43.92,90.2,38.53,37.42,unknown
syn_f000379-0-Pos,171.43,99.13,87.67,108.68,60.63,40.49,37.45,93.56,38.07,33.86,test
syn_f000382-2-Pre,165.89,90.5,71.55,101.07,57.96,39.08,40.43,75.32,32.71,31.96,test
syn_f000409-0-Pos,161.44,90.12,80.65,111.77,64.15,46.96,38.58,87.81,34.7,28.92,test
syn_f000427-0-Pre,154.97,82.29,65.38,94.85,49.5,35.68,30.57,73.72,31.71,24.27,test
syn_f000430-3-Pos,155.81,102.69,80.18,87.24,51.32,34.48,36.17,76.07,37.1,31.11,unknown
syn_f000432-3-Pre,167.15,117.39,90.59,126.97,76.17,52.08,45.91,96.51,41.76,40.62,test
syn_f000450-2-Pos,173.79,105.12,80.39,112.3,65.16,43.53,41.22,85.46,36.2,34.81,test
syn_f000482-0-Pos,150.25,99.07,85.53,103.81,54.08,39.17,29.68,91.01,34.6,31.14,unknown
syn_f000490-0-Pos,164.63,102.05,86.31,106.93,62.68,41.63,36.58,97.36,38.5,33.29,test
syn_f000495-1-Pre,164.89,95.71,80.34,102.28,62.8,42.88,42.24,90.23,37.54,31.4,test
syn_m000561-0-Pos,175.38,97.19,88.62,110.18,58.76,41.47,37.3,90.26,40.05,29.23,unknown
syn_m000583-1-Pos,166.4,92.37,72.02,99.84,54.96,36.68,35.77,70.38,36.33,27.69,unknown
syn_m000596-3-Pre,175.7,112.71,79.35,103.86,61.75,42.33,44.57,77.63,42.11,39.87,unknown
syn_m000607-1-Pre,186.54,97.32,80.5,100.41,55.19,38.92,35.85,84.34,35.84,25.82,test
syn_m000613-1-Pos,198.29,102.3,79.42,108.92,66.06,43.23,43.63,80.96,41.34,32.67,unknown
syn_m000620-3-Pos,172.94,105.45,64.54,96.11,55.57,36.96,40.7,63.94,37.21,33.13,unknown
syn_m000627-1-Pos,177.17,100.06,83.72,97.72,55.08,39.73,39.54,83.33,40.42,29.25,test
syn_m000635-1-Pos,174.18,101.06,86.45,103.82,60.96,40.04,40.29,87.15,41.28,34.97,test
syn_m000654-0-Pos,184.37,90.39,82.95,97.75,55.76,40.28,35.8,82.97,39.47,28.28,unknown
syn_m000671-1-Pos,171.14,86.7,65.56,96.13,50.75,36.17,33.54,68.13,34.49,27.19,unknown
syn_m000673-3-Pre,175.25,119.89,90.57,112.57,66.43,46.4,47.23,91.62,44.52,40.17,unknown
syn_m000675-1-Pre,177.69,106.08,84.09,102.86,59.19,38.38,42.02,83.65,41.59,32.13,test
syn_m000746-0-Pre,182.26,118.77,110.92,113.27,64.38,44.01,39.45,114.91,44.42,36.95,test
syn_m000765-3-Pos,157.57,87.53,56.65,89.06,51.58,33.71,37.98,47.2,33.52,29.12,unknown
syn_m000769-3-Pos,178.34,113.25,81.76,98.71,56.78,38.58,41.32,81.21,43.69,34.99,unknown
syn_m000793-2-Pos,182.84,115.76,91.11,108.89,63.25,43.86,43.91,91.32,46.71,39.04,test
syn_m000796-3-Pos,170.14,98.25,62.53,92.67,50.2,34.12,38.12,61.75,33.5,30.44,unknown
syn_m000802-2-Pre,183.02,107.76,89.84,110.46,63.8,42.15,40.65,89.84,43.89,35.89,unknown
syn_m000815-3-Pre,175.08,97.02,57.37,87.12,46.84,32.27,36.68,45.52,34.69,27.92,unknown
syn_m000816-1-Pos,178.28,95.41,75.16,103.32,57.98,38.06,39.75,75.81,35.84,30.12,unknown
syn_m000836-0-Pos,168.74,103.23,95.29,105.29,61.51,42.92,38.58,96.8,39.22,31.75,test
syn_m000836-3-Pre,168.74,114.41,81.55,104.62,63.0,43.22,44.53,79.25,40.65,37.26,unknown
syn_m000852-2-Pre,182.9,102.33,74.48,103.61,58.11,40.42,43.64,75.58,39.39,32.37,test
syn_m000860-1-Pos,178.42,109.98,89.02,101.93,58.84,41.95,38.79,88.49,44.28,34.79,test
syn_m000888-2-Pre,173.78,100.85,74.22,94.3,54.05,37.05,38.23,70.24,37.71,30.61,unknown
syn_m000888-3-Pre,173.78,106.54,70.29,95.0,54.43,37.08,40.3,64.54,38.45,33.19,unknown
syn_m000898-1-Pre,173.55,81.8,58.63,96.04,49.6,35.71,35.91,58.39,32.2,24.46,unknown
syn_m000901-3-Pos,180.63,109.66,72.11,102.73,56.91,37.37,43.24,72.52,38.94,34.95,test
syn_m000925-2-Pos,168.15,112.14,88.37,107.7,62.5,42.04,44.7,87.65,43.31,39.55,unknown
syn_m000962-0-Pos,180.32,91.26,82.0,106.86,53.45,38.82,35.63,83.67,36.16,26.24,test
syn_m000967-1-Pre,181.44,109.8,99.3,114.24,67.8,45.65,43.81,103.04,37.86,34.88,test
syn_m000968-2-Pre,174.4,125.02,105.35,107.16,64.69,42.76,43.77,103.41,49.36,40.94,test
syn_m000972-3-Pre,178.73,113.64,76.45,105.74,58.74,40.73,44.29,75.08,42.13,37.06,unknown
syn_m000975-0-Pos,182.84,100.81,91.2,102.83,61.03,40.32,38.14,92.35,42.14,30.55,test
syn_m000975-2-Pos,182.84,107.71,80.35,103.15,61.5,40.24,41.96,80.35,42.53,35.24,unknown
syn_m000977-3-Pos,173.94,104.97,68.38,101.03,59.98,42.0,43.66,65.42,41.08,38.44,unknown
syn_m000978-0-Pos,172.7,96.19,83.19,99.52,57.86,38.05,35.69,84.78,40.63,28.04,test
syn_m000991-2-Pre,184.47,104.36,69.11,104.65,62.43,41.47,40.77,69.64,39.54,35.78,unknown
syn_m000997-3-Pre,177.8,123.32,89.61,108.49,62.87,46.24,49.03,89.08,44.83,39.37,test
syn_f000503-1-Pre,162.22,81.1,61.11,98.66,55.24,37.76,36.74,69.88,28.12,27.28,test
syn_f000504-2-Pre,171.04,97.32,73.25,102.38,57.78,40.18,39.7,75.25,34.81,29.94,test
syn_f000512-0-Pre,154.51,92.65,74.09,108.68,52.05,36.68,31.08,75.61,33.04,25.31,test
syn_f000523-0-Pos,162.81,94.57,75.65,100.67,51.41,37.84,33.98,82.76,32.16,26.47,test
syn_f000559-3-Pre,170.81,120.57,103.65,120.72,72.41,50.28,42.95,111.09,40.54,42.05,test
syn_f000567-1-Pre,165.43,121.71,102.47,132.84,75.91,50.47,40.98,107.18,41.27,44.01,test
syn_f000573-1-Pos,174.72,89.97,71.23,98.27,53.52,35.54,36.96,76.05,35.8,27.16,test
syn_f000588-2-Pos,162.97,114.78,94.58,118.85,75.52,52.16,43.9,99.01,39.52,40.86,unknown
syn_f000589-0-Pos,176.43,111.19,90.99,115.42,65.9,41.78,35.63,96.18,36.21,33.45,unknown
syn_f000615-0-Pre,171.26,93.15,74.08,103.95,58.39,41.49,35.62,82.51,36.87,29.33,test
syn_f000642-1-Pre,184.19,72.01,59.32,111.01,60.4,41.97,40.52,65.13,29.91,28.16,test
syn_f000653-3-Pre,146.26,88.61,63.35,95.63,57.65,38.96,35.03,72.89,32.61,30.37,unknown
syn_f000654-1-Pos,155.57,105.58,86.14,111.04,62.04,43.45,36.85,90.35,37.73,33.35,test
syn_f000658-0-Pre,164.86,93.59,79.9,110.95,62.9,44.56,35.84,85.52,30.77,29.2,test
syn_f000669-0-Pos,162.53,96.58,84.97,112.88,57.43,42.1,35.4,95.16,38.28,32.83,test
syn_f000674-1-Pos,160.82,101.03,85.9,117.68,67.44,47.24,36.19,93.3,36.07,35.04,unknown
syn_f000697-0-Pos,169.22,119.0,107.43,124.41,70.15,46.17,38.41,110.86,42.35,39.11,test
syn_f000715-2-Pos,161.2,78.65,57.11,94.64,51.65,34.79,35.1,60.6,32.01,26.66,unknown
syn_f000717-2-Pos,169.22,96.93,75.1,109.86,65.2,44.82,40.73,81.15,34.5,31.05,unknown
syn_f000724-0-Pos,157.63,87.17,73.86,105.07,57.14,41.52,32.89,78.62,34.06,27.54,unknown
syn_f000731-2-Pos,166.8,94.06,72.8,98.75,58.24,39.78,35.39,81.9,33.76,29.1,unknown
syn_f000741-2-Pos,158.1,107.0,84.64,104.26,63.71,41.54,37.23,81.95,36.07,35.45,test
syn_f000762-0-Pos,156.18,93.98,76.36,99.16,52.22,36.05,30.4,83.46,34.12,26.14,unknown
syn_f000784-3-Pre,167.41,106.64,75.66,102.39,57.08,36.81,39.23,76.69,36.34,32.07,test
syn_f000788-2-Pre,169.53,97.2,73.39,108.41,60.41,40.0,39.58,75.55,33.73,29.18,test
syn_f000792-1-Pre,168.55,112.08,96.29,115.57,68.52,47.06,43.14,100.53,40.18,39.4,test
syn_f000793-3-Pre,161.7,95.22,69.3,103.52,59.77,39.1,40.16,75.31,35.47,29.56,test
syn_f000818-3-Pos,181.42,106.64,79.09,123.9,76.16,46.36,45.75,93.24,37.08,38.17,test
syn_f000845-2-Pos,161.61,104.48,85.28,119.13,70.39,47.57,41.45,92.61,37.51,35.11,test
syn_f000853-2-Pos,160.48,93.91,79.31,105.73,60.76,45.23,38.88,85.71,36.17,31.15,test
syn_f000860-3-Pos,164.05,86.06,66.49,106.8,59.21,41.93,37.02,74.31,36.1,29.18,unknown
syn_f000865-3-Pos,165.06,104.42,75.72,109.79,67.77,44.83,39.0,85.56,35.68,34.22,test
syn_f000870-0-Pre,162.66,78.81,69.54,111.48,61.65,42.53,34.47,76.41,31.52,28.4,unknown
syn_f000870-0-Pos,162.66,78.81,69.54,111.48,61.65,42.53,34.47,76.41,31.52,28.4,unknown
syn_f000872-0-Pre,160.31,95.16,82.42,110.33,61.42,42.54,38.67,90.75,37.03,30.59,test
syn_f000876-3-Pre,167.31,113.58,84.66,120.0,76.68,54.88,48.82,92.55,39.79,40.6,unknown
syn_f000888-3-Pos,184.17,116.35,88.49,118.3,69.65,45.18,45.52,89.13,41.02,38.78,test
syn_f000903-0-Pre,160.57,121.38,110.57,131.7,68.0,44.75,36.75,122.2,38.47,36.12,test
syn_f000906-1-Pos,163.79,97.17,77.16,105.37,65.19,46.01,39.93,83.84,36.71,32.83,unknown
syn_f000935-1-Pos,181.63,99.39,71.2,110.67,62.19,42.32,40.59,78.37,32.27,29.05,test
syn_f000943-2-Pre,165.06,106.3,85.95,108.75,62.47,41.05,36.62,85.16,38.07,34.25,test
syn_f000946-3-Pre,166.27,107.65,86.88,115.18,67.65,45.77,41.57,90.93,38.86,35.88,test
syn_f000960-2-Pre,169.07,102.7,81.6,106.52,62.73,38.42,37.58,83.9,35.69,31.97,unknown
syn_f000963-3-Pos,153.41,113.14,88.92,114.48,71.99,52.52,41.29,98.47,38.55,41.95,unknown
syn_f000995-0-Pre,170.22,99.76,86.72,107.44,55.16,39.65,32.03,89.84,34.93,26.75,unknown
syn_m001001-1-Pos,172.43,93.36,74.56,104.96,56.66,40.33,38.03,76.1,39.54,31.0,test
syn_m001003-0-Pre,174.21,96.53,86.67,96.18,52.59,37.3,35.51,87.5,38.15,25.13,test
syn_m001030-3-Pre,174.71,109.66,73.54,102.05,57.8,40.49,43.87,71.78,42.0,36.01,test
syn_m001032-3-Pos,173.74,101.74,66.04,97.43,56.79,40.31,43.01,63.16,38.99,34.23,unknown
syn_m001039-0-Pre,184.84,89.08,77.33,96.08,50.84,35.17,32.16,77.97,37.73,25.53,unknown
syn_m001042-1-Pre,189.95,102.18,85.57,103.2,60.66,41.72,39.11,86.2,38.75,31.06,test
syn_m001044-0-Pre,190.17,99.63,90.73,113.79,64.66,44.54,40.0,95.83,38.19,31.29,unknown
syn_m001051-1-Pos,169.44,93.95,71.48,103.91,58.92,40.54,38.7,76.9,37.36,32.52,unknown
syn_m001085-3-Pos,177.42,96.1,60.72,105.34,60.65,40.19,45.34,58.36,35.96,34.94,unknown
syn_m001095-3-Pre,186.02,109.15,66.55,103.6,58.31,39.3,43.39,65.71,41.81,37.08,unknown
syn_m001105-0-Pos,164.54,95.1,87.27,94.45,53.43,39.91,34.33,89.96,40.24,30.21,test
syn_m001107-3-Pre,193.55,108.88,69.42,102.75,60.58,40.49,40.61,68.94,41.1,36.27,unknown
syn_m001164-2-Pre,181.9,114.74,87.02,108.08,65.52,43.09,42.83,87.11,45.94,40.18,test
syn_m001170-1-Pre,175.9,107.2,88.21,109.75,65.26,43.32,42.73,88.11,45.61,36.27,test
syn_m001182-2-Pre,188.84,108.71,88.88,108.37,63.26,39.63,41.79,88.03,38.61,34.77,unknown
syn_m001189-2-Pre,182.81,102.31,73.62,103.33,59.18,38.9,40.53,72.82,38.11,31.53,unknown
syn_m001207-0-Pos,172.39,93.5,79.91,98.45,54.26,38.5,37.5,79.91,39.47,29.63,unknown
syn_m001211-0-Pos,176.34,95.1,87.88,106.7,61.35,41.16,37.28,91.23,38.47,29.69,unknown
syn_m001295-1-Pre,176.48,95.81,73.65,101.01,62.59,40.56,38.55,72.46,39.49,31.73,unknown
syn_m001299-2-Pos,175.76,105.4,81.88,99.88,60.1,39.1,41.35,82.18,42.42,36.83,unknown
syn_m001301-2-Pre,169.09,104.74,77.71,104.34,58.98,40.71,40.57,77.67,41.15,36.1,unknown
syn_m001307-3-Pre,170.48,120.72,88.3,107.75,67.46,44.53,46.55,89.07,43.65,44.99,unknown
syn_m001311-2-Pos,177.56,99.47,67.45,102.5,57.7,40.29,37.99,67.89,39.0,35.05,unknown
syn_m001316-0-Pre,173.65,95.3,89.74,108.95,56.67,39.02,35.15,93.91,39.01,29.34,unknown
syn_m001337-2-Pos,171.51,100.77,72.85,95.09,55.53,39.29,39.08,72.37,39.85,31.89,unknown
syn_m001351-0-Pre,170.6,78.28,62.73,88.8,46.73,31.17,27.79,65.75,34.42,21.88,unknown
syn_m001353-2-Pre,180.7,102.15,73.07,107.67,59.83,42.99,41.36,74.24,37.75,29.92,unknown
syn_m001380-3-Pos,185.04,111.52,76.74,109.81,63.67,41.2,47.68,78.07,41.5,38.03,unknown
syn_m001392-1-Pos,182.94,108.48,94.04,111.31,64.23,45.97,40.55,97.09,44.29,36.02,test
syn_m001392-2-Pos,182.94,111.39,89.31,111.6,64.87,45.92,42.37,90.88,45.02,38.4,unknown
syn_m001395-1-Pre,176.56,98.92,78.79,107.77,63.85,42.17,40.32,80.14,40.68,33.96,unknown
syn_m001407-3-Pos,177.58,115.56,81.22,109.73,63.69,45.65,46.25,79.87,43.12,39.79,test
syn_m001434-2-Pre,184.44,103.79,77.06,102.48,61.64,41.23,43.33,77.79,41.25,34.06,test
syn_m001440-0-Pos,176.22,101.14,91.32,105.15,59.87,41.88,38.98,92.79,40.96,30.99,unknown
syn_m001456-1-Pre,180.92,121.13,103.96,103.9,63.01,44.57,45.52,103.96,42.27,37.65,unknown
syn_m001466-0-Pre,186.4,109.46,104.52,108.78,59.49,40.64,37.05,105.12,42.08,30.67,test
syn_m001471-0-Pre,189.13,110.91,102.31,116.99,69.53,47.85,44.49,106.36,43.71,32.66,test
syn_m001488-2-Pos,189.57,112.55,80.36,108.35,60.68,41.85,41.47,80.53,40.39,35.13,test
syn_m001489-1-Pre,184.34,84.39,66.0,98.04,52.94,35.11,35.63,60.88,34.53,28.29,test
syn_m001495-3-Pos,178.91,98.88,69.65,92.75,52.14,34.6,40.92,68.12,34.76,30.08,unknown
syn_f001008-0-Pos,173.14,88.55,70.17,106.14,56.67,37.58,33.82,77.07,33.1,26.1,test
syn_f001053-2-Pre,152.86,101.99,80.78,107.57,64.64,47.48,39.03,85.0,42.14,35.28,unknown
syn_f001070-2-Pre,166.76,101.49,80.5,108.27,63.48,45.73,41.57,88.94,37.37,34.57,test
syn_f001086-2-Pos,169.71,109.07,91.49,112.32,64.67,43.81,39.02,95.62,37.45,33.65,test
syn_f001095-2-Pre,181.67,108.0,88.11,116.34,68.7,45.32,44.55,93.22,38.23,33.87,test
syn_f001095-3-Pos,181.67,111.37,86.67,116.08,70.0,45.57,46.4,92.85,39.16,35.7,test
syn_f001130-0-Pre,155.15,103.16,88.42,113.93,61.92,42.09,33.67,94.0,34.88,33.45,test
syn_f001139-0-Pos,171.03,109.96,92.38,110.73,65.47,45.96,37.64,93.01,38.35,33.84,unknown
syn_f001170-2-Pos,151.03,102.09,77.61,104.23,62.44,44.51,34.56,81.18,37.6,35.13,unknown
syn_f001176-1-Pre,162.12,76.71,58.71,101.99,57.24,38.56,35.66,68.08,30.31,26.25,unknown
syn_f001177-3-Pos,187.8,115.08,84.76,119.19,72.23,44.76,45.48,88.52,39.4,37.9,test
syn_f001180-0-Pre,163.78,88.37,71.4,106.28,57.22,38.4,30.45,77.79,32.63,26.5,unknown
syn_f001180-2-Pre,163.78,92.54,70.11,105.53,60.56,39.09,34.25,75.05,34.39,29.34,unknown
syn_f001181-1-Pre,160.14,81.64,61.41,105.63,59.09,39.93,38.1,73.15,29.42,24.93,test
syn_f001193-0-Pos,164.98,102.23,90.33,118.59,65.7,46.74,38.48,99.22,35.64,36.19,test
syn_f001201-0-Pos,146.26,89.75,73.72,90.29,46.27,31.75,27.37,73.99,30.83,27.71,test
syn_f001215-3-Pre,158.01,103.73,83.03,104.25,64.47,42.3,41.82,84.6,37.52,35.26,unknown
syn_f001221-1-Pos,150.85,98.89,84.0,114.62,64.21,42.77,33.82,92.05,33.64,33.9,test
syn_f001236-0-Pre,168.69,89.17,78.24,104.95,57.29,40.66,31.4,82.82,33.86,28.02,test
syn_f001251-2-Pre,165.35,81.28,62.33,92.54,54.05,35.49,35.26,64.83,31.28,25.35,test
syn_f001281-3-Pre,172.66,121.13,100.19,132.15,81.41,51.3,46.76,113.89,41.67,43.99,test
syn_f001287-2-Pos,173.87,126.4,100.12,125.88,76.1,48.6,41.48,108.08,40.53,42.68,test
syn_f001292-2-Pre,173.36,100.06,74.74,116.33,67.57,45.08,41.64,89.72,36.96,33.63,test
syn_f001299-3-Pos,163.67,110.86,89.22,108.18,72.76,49.56,45.21,91.8,41.41,38.3,test
syn_f001305-0-Pre,173.8,86.08,68.91,112.32,57.83,38.62,36.74,82.3,29.48,26.13,test
syn_f001307-1-Pos,171.31,89.8,77.05,111.69,60.71,42.67,37.49,85.18,34.24,28.23,test
syn_f001311-1-Pos,174.92,94.94,79.63,98.64,57.45,36.01,37.69,82.58,34.41,27.33,test
syn_f001353-0-Pos,178.62,113.86,94.28,117.51,67.71,45.02,41.82,99.23,38.2,35.03,test
syn_f001358-0-Pos,176.06,82.87,59.38,108.16,57.75,38.93,38.84,72.04,33.77,25.34,test
syn_f001364-2-Pos,161.6,100.7,79.53,110.45,64.24,43.2,38.14,88.22,37.92,33.29,test
syn_f001402-2-Pre,168.48,98.04,74.43,103.69,59.32,37.15,35.91,80.64,37.62,25.21,unknown
syn_f001406-3-Pre,164.77,111.22,90.42,113.03,68.13,47.24,44.95,90.33,39.72,38.58,test
syn_f001420-1-Pre,154.85,93.28,79.61,97.22,53.28,40.16,36.6,85.19,36.37,30.44,test
syn_f001459-0-Pos,173.47,98.79,85.82,116.82,64.07,41.54,36.9,91.4,36.65,32.23,unknown
syn_m001504-0-Pre,157.42,84.67,75.42,97.98,48.73,33.92,30.31,76.28,34.05,25.23,unknown
syn_m001507-0-Pos,188.73,95.3,83.85,107.67,55.96,39.12,36.47,87.74,39.32,28.4,test
syn_m001527-3-Pos,173.47,108.63,74.27,98.29,57.52,38.06,43.38,72.29,37.89,35.95,test
syn_m001530-2-Pre,205.32,134.38,108.97,121.48,70.91,45.5,45.33,109.88,48.35,41.6,unknown
